STATE,Year,Total murders,Total firearms,Handguns,Rifles,Shotguns,Firearms (type unknown),Knives or cutting instruments,Other weapons,"Hands, fists, feet, etc.",Murder Rate (per 100k),Firearms Rate,Handgun Rate,Rifles Rate,Shotguns Rate,Firearms (type unknown) Rate,Knives or cutting instruments Rate,Other Weapons Rate,"Hands, fists, feet, Rate",HFR,HFR_se,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,AvgGunOwnershipEst,Population Estimate,Homicides per 100k Inhabitants,Est. Homicides,"Deaths, Excluding Firearms",Deaths,Population,"Crude Rate Per 100,000",FIREARM FATAILTIY RATE,FIREARM DEATHS,Guns Owners,Firearm Owners per 100k inhabitants,Homicides per Firearm Owner,Firearms per Homicide,Firearm Owners per Fatality,Firearm / Overall Deaths
Florida,2010,,,,,,,,,,,,,,,,,,,0.27,0.028,0.357256778,0.568917669,,,0.214385264,0.298422357,0.2564038105,18678049,5.2,971.26,"173,791","173,791","18,801,310",924.4,,,4789123,25640,0.0002028050983,4931,,
Georgia,2010,,,,,,,,,,,,,,,,,,,0.364,0.028,0.502074689,0.669282511,,,0.288543199,0.384954153,0.336748676,9908357,5.7,564.78,"71,263","71,263","9,687,653",735.6,,,3336626,33675,0.0001692656989,5908,,
Hawaii,2010,,,,,,,,,,,,,,,,,,,0.084,0.035,0.041666667,0.220125786,,,0.150610674,,0.150610674,1300086,1.8,23.40,"9,617","9,617","1,360,301",707,,,195807,15061,0.0001195134417,8367,,
Idaho,2010,,,,,,,,,,,,,,,,,,,0.523,0.028,0.301886792,0.700421941,,,0.448734032,0.543757973,0.4962460025,1559796,1.4,21.84,"11,429","11,429","1,567,582",729.1,,,774043,49625,0.00002821181416,35446,,
Illinois,2010,,,,,,,,,,,,,,,,,,,0.243,0.028,0.144067797,0.433121019,,,0.244139636,0.296414487,0.2702770615,12944410,5.5,711.94,"99,931","99,931","12,830,632",778.8,,,3498577,27028,0.0002034948867,4914,,
Indiana,2010,,,,,,,,,,,,,,,,,,,0.391,0.028,0.354166667,0.575892857,,,0.40616918,0.411070205,0.4086196925,6445295,4.1,264.26,"56,743","56,743","6,483,802",875.2,,,2633674,40862,0.0001003377976,9966,,
Iowa,2010,,,,,,,,,,,,,,,,,,,0.411,0.028,0.25,0.526315789,,,0.419257511,0.489907588,0.4545825495,3023081,1.2,36.28,"27,745","27,745","3,046,355",910.8,,,1374240,45458,0.0000263978457,37882,,
Kansas,2010,,,,,,,,,,,,,,,,,,,0.439,0.028,0.259259259,0.590625,,,0.419621701,0.485843047,0.452732374,2841121,3.4,96.60,"24,502","24,502","2,853,118",858.8,,,1286267,45273,0.00007509955539,13316,,
Kentucky,2010,,,,,,,,,,,,,,,,,,,0.464,0.028,0.369369369,0.698076923,,,0.411068419,0.500795555,0.455931987,4339435,4.3,186.60,"41,983","41,983","4,339,367",967.5,,,1978487,45593,0.00009431231242,10603,,
Louisiana,2010,,,,,,,,,,,,,,,,,,,0.454,0.028,0.546391753,0.72173913,,,0.386482805,0.48916464,0.4378237225,4529426,11,498.24,"40,667","40,667","4,533,372",897.1,,,1983090,43782,0.0002512426676,3980,,
Maine,2010,,,,,,,,,,,,,,,,,,,0.46,0.028,0.171428571,0.589403974,,,0.463686983,0.506876238,0.4852816105,1312939,1.8,23.63,"12,750","12,750","1,328,361",959.8,,,637145,48528,0.00003709186503,26960,,
Maryland,2010,,,,,,,,,,,,,,,,,,,0.196,0.028,0.221052632,0.493857494,,,0.173166888,0.207117698,0.190142293,5737274,7.4,424.56,"43,325","43,325","5,773,552",750.4,,,1090898,19014,0.0003891822215,2569,,
Massachusetts,2010,,,,,,,,,,,,,,,,,,,0.122,0.028,0.078740157,0.271762208,,,0.198486945,0.154619203,0.176553074,6631280,3.3,218.83,"52,583","52,583","6,547,629",803.1,,,1170773,17655,0.0001869126334,5350,,
Michigan,2010,,,,,,,,,,,,,,,,,,,0.342,0.028,0.223021583,0.547208122,,,0.352200509,0.379624322,0.3659124155,9931235,5.9,585.94,"88,021","88,021","9,883,640",890.6,,,3633962,36591,0.000161240771,6202,,
Minnesota,2010,,,,,,,,,,,,,,,,,,,0.41,0.028,0.178571429,0.5472103,,,0.40357807,0.446053795,0.4248159325,5290447,1.8,95.23,"38,972","38,972","5,303,925",734.8,,,2247466,42482,0.00004237129218,23601,,
Mississippi,2010,,,,,,,,,,,,,,,,,,,0.48,0.032,0.6,0.675324675,,,,0.506318431,0.506318431,2960467,6.9,204.27,"28,965","28,965","2,967,297",976.1,,,1498939,50632,0.0001362778753,7338,,
Missouri,2010,,,,,,,,,,,,,,,,,,,0.463,0.028,0.300653595,0.630156472,,,0.437584387,0.468678916,0.4531316515,6011741,7,420.82,"55,281","55,281","5,988,927",923.1,,,2724110,45313,0.000154480491,6473,,
Montana,2010,,,,,,,,,,,,,,,,,,,0.621,0.032,0.375,0.687150838,,,,0.581423376,0.581423376,980152,2.5,24.50,"8,827","8,827","989,415",892.1,,,569883,58142,0.00004299792721,23257,,
Nebraska,2010,,,,,,,,,,,,,,,,,,,0.425,0.032,0.263157895,0.619354839,,,,0.505415646,0.505415646,1811072,3,54.33,"15,171","15,171","1,826,341",830.7,,,915344,50542,0.00005935708607,16847,,
Nevada,2010,,,,,,,,,,,,,,,,,,,0.372,0.032,0.290322581,0.598108747,,,,0.417115623,0.417115623,2654751,5.8,153.98,"19,623","19,623","2,700,551",726.6,,,1107338,41712,0.0001390501741,7192,,
New Hampshire,2010,,,,,,,,,,,,,,,,,,,0.394,0.032,0.325,0.570512821,,,,0.418732249,0.418732249,1323531,1,13.24,"10,201","10,201","1,316,470",774.9,,,554205,41873,0.00002388160937,41873,,
New Jersey,2010,,,,,,,,,,,,,,,,,,,0.085,0.028,0.10738255,0.3,,,0.129712411,0.101437011,0.115574711,8732811,4.2,366.78,"69,495","69,495","8,791,894",790.4,,,1009292,11557,0.0003634012981,2752,,
New Mexico,2010,,,,,,,,,,,,,,,,,,,0.375,0.028,0.196078431,0.591639871,,,0.308116497,0.42243941,0.3652779535,2033875,6.8,138.30,"15,931","15,931","2,059,179",773.7,,,742930,36528,0.0001861596063,5372,,
New York,2010,,,,,,,,,,,,,,,,,,,0.143,0.028,0.092063492,0.349025974,,,0.147223267,0.207987236,0.1776052515,19577730,4.5,881.00,"146,432","146,432","19,378,102",755.7,,,3477108,17761,0.0002533708864,3947,,
North Carolina,2010,,,,,,,,,,,,,,,,,,,0.35,0.028,0.406015038,0.65969163,,,0.326312303,0.390741173,0.358526738,9458888,5,472.94,"78,773","78,773","9,535,483",826.1,,,3391264,35853,0.0001394596126,7171,,
North Dakota,2010,,,,,,,,,,,,,,,,,,,0.543,0.032,0.235294118,0.584269663,,,,0.575169469,0.575169469,653778,1.5,9.81,"5,944","5,944","672,591",883.7,,,376033,57517,0.00002607927021,38345,,
Ohio,2010,,,,,,,,,,,,,,,,,,,0.357,0.028,0.295918367,0.556331878,,,0.358357615,0.370650984,0.3645042995,11532111,4.2,484.35,"108,711","108,711","11,536,504",942.3,,,4203504,36450,0.0001152249783,8679,,
Oklahoma,2010,,,,,,,,,,,,,,,,,,,0.488,0.028,0.466101695,0.642,,,0.407984563,0.566877012,0.4874307875,3724447,5.2,193.67,"36,529","36,529","3,751,351",973.8,,,1815410,48743,0.0001066818127,9374,,
Oregon,2010,,,,,,,,,,,,,,,,,,,0.409,0.028,0.3,0.618691589,,,0.363700424,0.455548741,0.4096245825,3855536,2.5,96.39,"31,890","31,890","3,831,074",832.4,,,1579322,40962,0.00006103149339,16385,,
Pennsylvania,2010,,,,,,,,,,,,,,,,,,,0.355,0.028,0.242331288,0.5464,,,0.344755565,0.351842841,0.348299203,12632780,5.1,644.27,"124,596","124,596","12,702,379",980.9,,,4399987,34830,0.0001464258303,6829,,
Rhode Island,2010,,,,,,,,,,,,,,,,,,,0.091,0.032,0.105263158,0.254545455,,,,0.139520489,0.139520489,1056870,2.8,29.59,"9,579","9,579","1,052,567",910.1,,,147455,13952,0.00020068737,4983,,
South Carolina,2010,,,,,,,,,,,,,,,,,,,0.418,0.028,0.410596026,0.679012346,,,0.404703912,0.43218183,0.418442871,4596958,5.7,262.03,"41,614","41,614","4,625,364",899.7,,,1923564,41844,0.000136219312,7341,,
South Dakota,2010,,,,,,,,,,,,,,,,,,,0.523,0.032,0.263157895,0.539215686,,,,0.588126833,0.588126833,820077,2.8,22.96,"7,100","7,100","814,180",872,,,482309,58813,0.00004760877829,21005,,
Tennessee,2010,,,,,,,,,,,,,,,,,,,0.438,0.028,0.460465116,0.667582418,,,0.417631212,0.43747805,0.427554631,6338112,5.6,354.93,"59,578","59,578","6,346,105",938.8,,,2709889,42755,0.0001309774142,7635,,
Texas,2010,,,,,,,,,,,,,,,,,,,0.346,0.028,0.370558376,0.644782609,,,0.242184042,0.405457949,0.3238209955,25213445,4.9,1235.46,"166,527","166,527","25,145,561",662.3,,,8164643,32382,0.0001513181686,6609,,
Utah,2010,,,,,,,,,,,,,,,,,,,0.416,0.032,0.336734694,0.645333333,,,,0.466793326,0.466793326,2830753,1.9,53.78,"14,776","14,776","2,763,885",534.6,,,1321377,46679,0.00004070323833,24568,,
Vermont,2010,,,,,,,,,,,,,,,,,,,0.484,0.032,0.5,0.651162791,,,,0.501578737,0.501578737,622433,1.1,6.85,"5,380","5,380","625,741",859.8,,,312199,50158,0.00002193075421,45598,,
Virginia,2010,,,,,,,,,,,,,,,,,,,0.363,0.028,0.319371728,0.667098446,,,0.309843733,0.36893984,0.3393917865,7952119,4.7,373.75,"59,032","59,032","8,001,024",737.8,,,2698884,33939,0.0001384830213,7221,,
Washington,2010,,,,,,,,,,,,,,,,,,,0.338,0.028,0.325688073,0.531799729,,,0.296995613,0.363429548,0.3302125805,6746199,2.3,155.16,"48,146","48,146","6,724,540",716,,,2227680,33021,0.00006965210097,14357,,
West Virginia,2010,,,,,,,,,,,,,,,,,,,0.572,0.028,0.55,0.786610879,,,0.501698405,0.551336016,0.5265172105,1825513,3.1,56.59,"21,275","21,275","1,852,994","1,148.10",,,961164,52652,0.0000588774676,16984,,
Wisconsin,2010,,,,,,,,,,,,,,,,,,,0.431,0.028,0.2125,0.543443918,,,0.414174739,0.460224904,0.4371998215,5668519,2.7,153.05,"47,308","47,308","5,686,986",831.9,,,2478275,43720,0.00006175665833,16193,,
Wyoming,2010,,,,,,,,,,,,,,,,,,,0.572,0.028,0.52,0.660377358,,,0.505207164,0.575668975,0.5404380695,547637,1.4,7.67,"4,438","4,438","563,626",787.4,,,295964,54044,0.00002590491083,38603,,
Alabama,2011,,,,,,,,,,,,,,,,,,,0.513,0.032,0.653225806,0.7,,,,0.536971267,0.536971267,4802740,6.2,297.77,"48,681","48,681","4,802,740","1,013.60",,,2578933,53697,0.0001154624164,8661,,
Alaska,2011,,,,,,,,,,,,,,,,,,,0.627,0.044,0.586206897,0.719298246,,,,,,722718,4.1,29.63,"3,849","3,849","722,718",532.6,,,0,0,0.0001154624164,8661,,
Arizona,2011,,,,,,,,,,,,,,,,,,,0.329,0.032,0.312030075,0.661073826,,,,0.298337446,0.298337446,6482505,6.1,395.43,"48,381","48,381","6,482,505",746.3,,,1933974,29834,0.0002044664551,4891,,
Arkansas,2011,,,,,,,,,,,,,,,,,,,0.527,0.032,0.52173913,0.678378378,,,,0.591086906,0.591086906,2937979,5.4,158.65,"29,653","29,653","2,937,979","1,009.30",,,1736601,59109,0.0000913571244,10946,,
California,2011,,,,,,,,,,,,,,,,,,,0.16,0.032,0.189274448,0.454515599,,,,0.17657792,0.17657792,37691912,4.8,1809.21,"239,942","239,942","37,691,912",636.6,,,6655559,17658,0.0002718346665,3679,,
Colorado,2011,,,,,,,,,,,,,,,,,,,0.36,0.032,0.253588517,0.553977273,,,,0.365323626,0.365323626,5116796,3,153.50,"32,563","32,563","5,116,796",636.4,,,1869286,36532,0.00008211897032,12177,,
Connecticut,2011,,,,,,,,,,,,,,,,,,,0.163,0.032,0.101265823,0.35395189,,,,0.212083891,0.212083891,3580709,3.6,128.91,"29,526","29,526","3,580,709",824.6,,,759411,21208,0.0001697441509,5891,,
Delaware,2011,,,,,,,,,,,,,,,,,,,0.309,0.032,0.375,0.456790123,,,,0.37512588,0.37512588,907135,5.3,48.08,"7,845","7,845","907,135",864.8,,,340290,37513,0.0001412859065,7078,,
Florida,2011,,,,,,,,,,,,,,,,,,,0.325,0.032,0.321656051,0.571936057,,,,0.367015802,0.367015802,19057542,5.2,990.99,"173,976","173,976","19,057,542",912.9,,,6994419,36702,0.0001416832728,7058,,
Georgia,2011,,,,,,,,,,,,,,,,,,,0.421,0.032,0.532258065,0.671067107,,,,0.447221015,0.447221015,9815210,5.6,549.65,"71,248","71,248","9,815,210",725.9,,,4389568,44722,0.0001252177293,7986,,
Hawaii,2011,,,,,,,,,,,,,,,,,,,0.081,0.044,0.131578947,0.258741259,,,,,,1374810,1.5,20.62,"9,923","9,923","1,374,810",721.8,,,0,0,0.0001252177293,7986,,
Idaho,2011,,,,,,,,,,,,,,,,,,,0.466,0.032,0.274193548,0.684931507,,,,0.421714597,0.421714597,1584985,2.2,34.87,"12,027","12,027","1,584,985",758.8,,,668411,42171,0.00005216798317,19169,,
Illinois,2011,,,,,,,,,,,,,,,,,,,0.243,0.032,0.147186147,0.429145729,,,,0.295162866,0.295162866,12869257,6.1,785.02,"101,906","101,906","12,869,257",791.9,,,3798527,29516,0.0002066655634,4839,,
Indiana,2011,,,,,,,,,,,,,,,,,,,0.351,0.032,0.269035533,0.523391813,,,,0.39517759,0.39517759,6516922,4.7,306.30,"58,202","58,202","6,516,922",893.1,,,2575342,39518,0.0001189338697,8408,,
Iowa,2011,,,,,,,,,,,,,,,,,,,0.376,0.032,0.222222222,0.48973607,,,,0.470663679,0.470663679,3062309,1.4,42.87,"28,184","28,184","3,062,309",920.4,,,1441318,47066,0.00002974523131,33619,,
Kansas,2011,,,,,,,,,,,,,,,,,,,0.444,0.032,0.4625,0.624203822,,,,0.461705555,0.461705555,2871238,3.9,111.98,"25,116","25,116","2,871,238",874.7,,,1325667,46171,0.00008446941904,11839,,
Kentucky,2011,,,,,,,,,,,,,,,,,,,0.529,0.032,0.537815126,0.699640288,,,,0.592329707,0.592329707,4369356,3.5,152.93,"42,626","42,626","4,369,356",975.6,,,2588099,59233,0.0000590887129,16924,,
Louisiana,2011,,,,,,,,,,,,,,,,,,,0.467,0.032,0.504132231,0.699115044,,,,0.507232845,0.507232845,4574836,11.1,507.81,"40,890","40,890","4,574,836",893.8,,,2320507,50723,0.0002188344093,4570,,
Maine,2011,,,,,,,,,,,,,,,,,,,0.47,0.032,0.32,0.524324324,,,,0.56652819,0.56652819,1328188,2,26.56,"13,001","13,001","1,328,188",978.9,,,752456,56653,0.0000353027446,28326,,
Maryland,2011,,,,,,,,,,,,,,,,,,,0.266,0.032,0.217821782,0.481400438,,,,0.326797836,0.326797836,5828289,6.8,396.32,"43,745","43,745","5,828,289",750.6,,,1904672,32680,0.0002080797132,4806,,
Massachusetts,2011,,,,,,,,,,,,,,,,,,,0.135,0.032,0.020833333,0.256235828,,,,0.2365004,0.2365004,6587536,2.8,184.45,"53,710","53,710","6,587,536",815.3,,,1557955,23650,0.0001183930344,8446,,
Michigan,2011,,,,,,,,,,,,,,,,,,,0.325,0.032,0.242553191,0.569979716,,,,0.356959355,0.356959355,9876187,6.2,612.32,"89,508","89,508","9,876,187",906.3,,,3525397,35696,0.0001736892426,5757,,
Minnesota,2011,,,,,,,,,,,,,,,,,,,0.411,0.032,0.137681159,0.555963303,,,,0.464047968,0.464047968,5344861,1.4,74.83,"39,820","39,820","5,344,861",745,,,2480272,46405,0.00003016929491,33146,,
Mississippi,2011,,,,,,,,,,,,,,,,,,,0.498,0.032,0.64556962,0.7,,,,0.537739768,0.537739768,2978512,7.8,232.32,"29,278","29,278","2,978,512",983,,,1601664,53774,0.0001450515745,6894,,
Missouri,2011,,,,,,,,,,,,,,,,,,,0.434,0.032,0.346534653,0.606019152,,,,0.422682905,0.422682905,6010688,6.1,366.65,"55,848","55,848","6,010,688",929.1,,,2540615,42268,0.0001443162221,6929,,
Montana,2011,,,,,,,,,,,,,,,,,,,0.603,0.032,0.454545455,0.717514124,,,,0.523532296,0.523532296,998199,2.9,28.95,"9,115","9,115","998,199",913.1,,,522589,52353,0.00005539295326,18053,,
Nebraska,2011,,,,,,,,,,,,,,,,,,,0.418,0.032,0.285714286,0.655629139,,,,0.471878478,0.471878478,1842641,3.7,68.18,"15,476","15,476","1,842,641",839.9,,,869503,47188,0.0000784100181,12753,,
Nevada,2011,,,,,,,,,,,,,,,,,,,0.318,0.032,0.333333333,0.58778626,,,,0.308443177,0.308443177,2723322,5.1,138.89,"20,343","20,343","2,723,322",747,,,839990,30844,0.0001653465008,6048,,
New Hampshire,2011,,,,,,,,,,,,,,,,,,,0.385,0.032,0.205128205,0.421383648,,,,0.476109654,0.476109654,1318194,1.2,15.82,"10,823","10,823","1,318,194",821,,,627605,47611,0.00002520427784,39676,,
New Jersey,2011,,,,,,,,,,,,,,,,,,,0.102,0.032,0.092715232,0.310408922,,,,0.145064754,0.145064754,8821155,4.3,379.31,"70,558","70,558","8,821,155",799.9,,,1279639,14506,0.0002964193494,3374,,
New Mexico,2011,,,,,,,,,,,,,,,,,,,0.366,0.032,0.304761905,0.6,,,,0.358326303,0.358326303,2082224,7.6,158.25,"16,452","16,452","2,082,224",790.1,,,746116,35833,0.0002120971845,4715,,
New York,2011,,,,,,,,,,,,,,,,,,,0.158,0.032,0.113372093,0.354642314,,,,0.228099905,0.228099905,19465197,3.9,759.14,"149,174","149,174","19,465,197",766.4,,,4440010,22810,0.0001709777126,5849,,
North Carolina,2011,,,,,,,,,,,,,,,,,,,0.406,0.032,0.396428571,0.66130761,,,,0.500434184,0.500434184,9656401,5.2,502.13,"79,882","79,882","9,656,401",827.2,,,4832393,50043,0.0001039097681,9624,,
North Dakota,2011,,,,,,,,,,,,,,,,,,,0.541,0.032,0.3,0.523255814,,,,0.578879481,0.578879481,683932,3.5,23.94,"5,965","5,965","683,932",872.2,,,395914,57888,0.00006046163519,16539,,
Ohio,2011,,,,,,,,,,,,,,,,,,,0.334,0.032,0.305369128,0.544130249,,,,0.363715019,0.363715019,11544951,4.3,496.43,"111,427","111,427","11,544,951",965.2,,,4199072,36372,0.0001182244278,8458,,
Oklahoma,2011,,,,,,,,,,,,,,,,,,,0.533,0.032,0.539007092,0.65942029,,,,0.602972242,0.602972242,3791508,5.6,212.32,"37,175","37,175","3,791,508",980.5,,,2286174,60297,0.00009287326364,10767,,
Oregon,2011,,,,,,,,,,,,,,,,,,,0.413,0.032,0.262773723,0.591522158,,,,0.404535941,0.404535941,3871859,2.2,85.18,"32,788","32,788","3,871,859",846.8,,,1566306,40454,0.00005438330138,18388,,
Pennsylvania,2011,,,,,,,,,,,,,,,,,,,0.362,0.032,0.289085546,0.557528409,,,,0.357389157,0.357389157,12742886,5,637.14,"128,237","128,237","12,742,886","1,006.30",,,4554169,35739,0.000139903517,7148,,
Rhode Island,2011,,,,,,,,,,,,,,,,,,,0.1,0.032,0.1,0.222222222,,,,0.203564088,0.203564088,1051302,1.9,19.97,"9,581","9,581","1,051,302",911.3,,,214007,20356,0.00009333669896,10714,,
South Carolina,2011,,,,,,,,,,,,,,,,,,,0.466,0.032,0.489932886,0.693516699,,,,0.520013628,0.520013628,4679230,6.8,318.19,"42,072","42,072","4,679,230",899.1,,,2433263,52001,0.0001307658037,7647,,
South Dakota,2011,,,,,,,,,,,,,,,,,,,0.479,0.032,0.296296296,0.514851485,,,,0.51225658,0.51225658,824082,2.4,19.78,"7,314","7,314","824,082",887.5,,,422141,51226,0.00004685152117,21344,,
Tennessee,2011,,,,,,,,,,,,,,,,,,,0.491,0.032,0.475961538,0.658634538,,,,0.547229463,0.547229463,6403353,5.9,377.80,"60,541","60,541","6,403,353",945.5,,,3504103,54723,0.0001078158323,9275,,
Texas,2011,,,,,,,,,,,,,,,,,,,0.378,0.032,0.455759599,0.614279495,,,,0.400755753,0.400755753,25674681,4.4,1129.69,"168,640","168,640","25,674,681",656.8,,,10289276,40076,0.0001097925599,9108,,
Utah,2011,,,,,,,,,,,,,,,,,,,0.392,0.032,0.365217391,0.583979328,,,,0.434944177,0.434944177,2817222,1.8,50.71,"15,266","15,266","2,817,222",541.9,,,1225334,43494,0.00004138462118,24164,,
Vermont,2011,,,,,,,,,,,,,,,,,,,0.472,0.032,0.272727273,0.653061224,,,,0.501922853,0.501922853,626431,1.8,11.28,"5,433","5,433","626,431",867.3,,,314420,50192,0.00003586208496,27885,,
Virginia,2011,,,,,,,,,,,,,,,,,,,0.413,0.032,0.363636364,0.63546798,,,,0.452244595,0.452244595,8096604,3.8,307.67,"60,804","60,804","8,096,604",751,,,3661645,45224,0.00008402532705,11901,,
Washington,2011,,,,,,,,,,,,,,,,,,,0.335,0.032,0.283464567,0.551499348,,,,0.332076534,0.332076534,6830038,2.4,163.92,"49,691","49,691","6,830,038",727.5,,,2268095,33208,0.00007227249607,13837,,
West Virginia,2011,,,,,,,,,,,,,,,,,,,0.622,0.032,0.482758621,0.693548387,,,,0.677366505,0.677366505,1855364,4.7,87.20,"21,867","21,867","1,855,364","1,178.60",,,1256761,67737,0.00006938636566,14412,,
Wisconsin,2011,,,,,,,,,,,,,,,,,,,0.414,0.032,0.221590909,0.548330404,,,,0.429247479,0.429247479,5711767,2.4,137.08,"48,410","48,410","5,711,767",847.5,,,2451762,42925,0.00005591180187,17885,,
Wyoming,2011,,,,,,,,,,,,,,,,,,,0.539,0.032,0.407407407,0.695238095,,,,0.50607756,0.50607756,568158,3.2,18.18,"4,387","4,387","568,158",772.1,,,287532,50608,0.00006323141457,15815,,
Alabama,2012,,,,,,,,,,,,,,,,,,,0.543,0.026,0.623188406,0.706484642,,0.631616181,0.49640098,0.558550265,0.562189142,4822023,7.1,342.36,"49,301","49,301","4,822,023","1,022.40",,,2710889,56219,0.0001262920158,7918,,
Alaska,2012,,,,,,,,,,,,,,,,,,,0.607,0.029,0.392857143,0.621428571,,0.679435099,,0.629171369,0.654303234,731449,4.1,29.99,"3,912","3,912","731,449",534.8,,,478589,65430,0.00006266207757,15959,,
Arizona,2012,,,,,,,,,,,,,,,,,,,0.415,0.026,0.350943396,0.63973064,,0.490824272,0.440613954,0.402438731,0.4446256523,6553255,5.5,360.43,"49,549","49,549","6,553,255",756.1,,,2913745,44463,0.0001236995655,8084,,
Arkansas,2012,,,,,,,,,,,,,,,,,,,0.544,0.026,0.383838384,0.696891192,,0.66202689,0.50809798,0.581962177,0.5840290157,2949131,5.9,174.00,"30,117","30,117","2,949,131","1,021.20",,,1722378,58403,0.000101022378,9899,,
California,2012,,,,,,,,,,,,,,,,,,,0.214,0.026,0.206855792,0.450935346,,0.394300994,0.20890312,0.212818583,0.2720075657,38041430,5,1902.07,"242,554","242,554","38,041,430",637.6,,,10347557,27201,0.0001838184165,5440,,
Colorado,2012,,,,,,,,,,,,,,,,,,,0.414,0.026,0.265560166,0.578298397,,0.501626954,0.420640855,0.408148169,0.4434719927,5187582,2.9,150.44,"33,133","33,133","5,187,582",638.7,,,2300547,44347,0.00006539308114,15292,,
Connecticut,2012,,,,,,,,,,,,,,,,,,,0.183,0.026,0.119565217,0.362318841,,0.212545795,0.207610256,0.228813181,0.2163230773,3590347,3.3,118.48,"29,316","29,316","3,590,347",816.5,,,776675,21632,0.000152549605,6555,,
Delaware,2012,,,,,,,,,,,,,,,,,,,0.308,0.026,0.25,0.402061856,,0.395506045,0.338172637,0.350826585,0.3615017557,917092,6.1,55.94,"7,875","7,875","917,092",858.7,,,331530,36150,0.000168740536,5926,,
Florida,2012,,,,,,,,,,,,,,,,,,,0.309,0.026,0.349527665,0.570986289,,0.40818526,0.29508691,0.297585707,0.3336192923,19317568,5.2,1004.51,"177,291","177,291","19,317,568",917.8,,,6444713,33362,0.0001558662859,6416,,
Georgia,2012,,,,,,,,,,,,,,,,,,,0.401,0.026,0.520754717,0.677740864,,0.468539053,0.376822656,0.390775292,0.412045667,9919945,5.9,585.28,"72,847","72,847","9,919,945",734.3,,,4087470,41205,0.0001431880122,6984,,
Hawaii,2012,,,,,,,,,,,,,,,,,,,0.12,0.029,0.051282051,0.271523179,,0.172818172,,0.207784169,0.1903011705,1392313,1.5,20.88,"10,274","10,274","1,392,313",737.9,,,264959,19030,0.00007882242637,12687,,
Idaho,2012,,,,,,,,,,,,,,,,,,,0.552,0.029,0.3125,0.669527897,,0.639321422,,0.555866733,0.5975940775,1595728,1.9,30.32,"11,998","11,998","1,595,728",751.9,,,953598,59759,0.00003179415713,31452,,
Illinois,2012,,,,,,,,,,,,,,,,,,,0.266,0.026,0.196911197,0.424975799,,0.351235133,0.268451321,0.299850522,0.3065123253,12875255,6,772.52,"102,433","102,433","12,875,255",795.6,,,3946424,30651,0.0001957506927,5109,,
Indiana,2012,,,,,,,,,,,,,,,,,,,0.432,0.026,0.368421053,0.590666667,,0.579322186,0.374256182,0.460435813,0.4713380603,6537334,4.7,307.25,"59,332","59,332","6,537,334",907.6,,,3081294,47134,0.00009971611452,10028,,
Iowa,2012,,,,,,,,,,,,,,,,,,,0.409,0.029,0.306666667,0.493506494,,0.492085476,,0.495521455,0.4938034655,3074186,1.6,49.19,"28,389","28,389","3,074,186",923.5,,,1518044,49380,0.0000324015547,30863,,
Kansas,2012,,,,,,,,,,,,,,,,,,,0.455,0.026,0.340659341,0.647201946,,0.457962248,0.421928098,0.499015452,0.459635266,2885905,2.9,83.69,"25,145","25,145","2,885,905",871.3,,,1326464,45964,0.0000630935051,15849,,
Kentucky,2012,,,,,,,,,,,,,,,,,,,0.514,0.026,0.533783784,0.677083333,,0.553025266,0.477662645,0.559957857,0.530215256,4380415,4.6,201.50,"43,664","43,664","4,380,415",996.8,,,2322563,53022,0.00008675721696,11526,,
Louisiana,2012,,,,,,,,,,,,,,,,,,,0.551,0.026,0.578947368,0.686635945,,0.703780577,0.511706698,0.574497907,0.5966617273,4601893,10.6,487.80,"42,320","42,320","4,601,893",919.6,,,2745773,59666,0.000177655102,5629,,
Maine,2012,,,,,,,,,,,,,,,,,,,0.46,0.029,0.3,0.591715976,,0.52393823,,0.502375174,0.513156702,1329192,2,26.58,"12,870","12,870","1,329,192",968.3,,,682084,51316,0.00003897444956,25658,,
Maryland,2012,,,,,,,,,,,,,,,,,,,0.213,0.026,0.151260504,0.547413793,,0.251562017,0.18798537,0.222715266,0.2207542177,5884563,6.3,370.73,"44,477","44,477","5,884,563",755.8,,,1299042,22075,0.0002853852609,3504,,
Massachusetts,2012,,,,,,,,,,,,,,,,,,,0.111,0.026,0.109589041,0.294759825,,0.139144833,0.126336045,0.154407302,0.1399627267,6646144,1.8,119.63,"53,177","53,177","6,646,144",800.1,,,930212,13996,0.0001286056683,7776,,
Michigan,2012,,,,,,,,,,,,,,,,,,,0.391,0.026,0.229249012,0.560515873,,0.564518733,0.353323249,0.42755078,0.448464254,9883360,7.1,701.72,"89,901","89,901","9,883,360",909.6,,,4432334,44846,0.0001583180808,6316,,
Minnesota,2012,,,,,,,,,,,,,,,,,,,0.382,0.026,0.216,0.532956685,,0.417371585,0.333077386,0.424452401,0.3916337907,5379139,1.8,96.82,"40,016","40,016","5,379,139",743.9,,,2106653,39163,0.00004596130474,21757,,
Mississippi,2012,,,,,,,,,,,,,,,,,,,0.568,0.026,0.682352941,0.732307692,,0.725661738,0.513963096,0.593427843,0.611017559,2984926,7.1,211.93,"29,544","29,544","2,984,926",989.8,,,1823842,61102,0.0001161996066,8606,,
